WST LHY LHR LHP LKP LAP LAR RHY RHR RHP RKP RAP RAR 
0.000000 0.000000 0.084655 0.368673 0.750668 0.368287 -0.084655 0.000000 -0.092301 0.429892 0.841289 0.425105 -0.092301 
0.000000 0.000000 0.093077 0.366723 0.746770 0.366339 -0.093077 0.000000 -0.101989 0.452430 0.882207 0.443484 -0.101989 
0.000000 0.000000 0.101111 0.364677 0.742680 0.364296 -0.101111 0.000000 -0.111722 0.479414 0.929966 0.464260 -0.111722 
0.000000 0.000000 0.108725 0.362567 0.738463 0.362188 -0.108725 0.000000 -0.121534 0.510627 0.983713 0.486794 -0.121534 
0.000000 0.000000 0.115892 0.360427 0.734186 0.360051 -0.115892 0.000000 -0.131444 0.545572 1.042028 0.510163 -0.131444 
0.000000 0.000000 0.122584 0.358291 0.729915 0.357917 -0.122584 0.000000 -0.141440 0.583577 1.103141 0.533272 -0.141440 
0.000000 0.000000 0.128776 0.356192 0.725721 0.355821 -0.128776 0.000000 -0.151479 0.623882 1.165135 0.554961 -0.151479 
0.000000 0.000000 0.134446 0.354166 0.721671 0.353797 -0.134446 0.000000 -0.161479 0.665710 1.226095 0.574092 -0.161479 
0.000000 0.000000 0.139573 0.352247 0.717834 0.351880 -0.139573 0.000000 -0.171313 0.708298 1.284219 0.589630 -0.171313 
0.000000 0.000000 0.144140 0.350466 0.714274 0.350100 -0.144140 0.000000 -0.180818 0.750923 1.337908 0.600694 -0.180818 
0.000000 0.000000 0.148129 0.348853 0.711051 0.348490 -0.148129 0.000000 -0.189799 0.792911 1.385819 0.606616 -0.189799 
0.000000 0.000000 0.151529 0.347438 0.708222 0.347076 -0.151529 0.000000 -0.198043 0.833650 1.426916 0.606974 -0.198043 
0.000000 0.000000 0.154326 0.346244 0.705835 0.345883 -0.154326 0.000000 -0.205343 0.872596 1.460509 0.601621 -0.205343 
0.000000 0.000000 0.156511 0.345292 0.703933 0.344933 -0.156511 0.000000 -0.211517 0.909304 1.486280 0.590684 -0.211517 
0.000000 0.000000 0.158078 0.344600 0.702549 0.344241 -0.158078 0.000000 -0.216430 0.943456 1.504298 0.574550 -0.216430 
0.000000 0.000000 0.159019 0.344180 0.701709 0.343822 -0.159019 0.000000 -0.220014 0.974896 1.515018 0.553829 -0.220014 
0.000000 0.000000 0.159334 0.344039 0.701427 0.343681 -0.159334 0.000000 -0.222270 1.003667 1.519264 0.529304 -0.222270 
0.000000 0.000000 0.159019 0.338944 0.701633 0.348982 -0.159019 0.000000 -0.223269 1.025277 1.521818 0.510249 -0.223269 
0.000000 0.000000 0.158078 0.333987 0.702244 0.354549 -0.158078 0.000000 -0.223138 1.045320 1.521170 0.489558 -0.223138 
0.000000 0.000000 0.156511 0.329092 0.703233 0.360434 -0.156511 0.000000 -0.221032 1.058933 1.510478 0.465253 -0.221032 
0.000000 0.000000 0.154326 0.324176 0.704560 0.366676 -0.154326 0.000000 -0.218039 1.071632 1.499098 0.441174 -0.218039 
0.000000 0.000000 0.151529 0.319152 0.706165 0.373306 -0.151529 0.000000 -0.214074 1.082674 1.486438 0.417472 -0.214074 
0.000000 0.000000 0.148129 0.313929 0.707977 0.380340 -0.148129 0.000000 -0.209076 1.091388 1.472018 0.394338 -0.209076 
0.000000 0.000000 0.144140 0.308413 0.709907 0.387786 -0.144140 0.000000 -0.203014 1.097231 1.455523 0.372000 -0.203014 
0.000000 0.000000 0.139573 0.302512 0.711857 0.395637 -0.139573 0.000000 -0.195899 1.099826 1.436834 0.350716 -0.195899 
0.000000 0.000000 0.134446 0.296130 0.713712 0.403874 -0.134446 0.000000 -0.187783 1.098982 1.416036 0.330762 -0.187783 
0.000000 0.000000 0.128776 0.289178 0.715352 0.412467 -0.128776 0.000000 -0.178755 1.094709 1.393421 0.312420 -0.178755 
0.000000 0.000000 0.122584 0.281566 0.716645 0.421372 -0.122584 0.000000 -0.168933 1.087209 1.369479 0.295977 -0.168933 
0.000000 0.000000 0.115892 0.273212 0.717453 0.430534 -0.115892 0.000000 -0.158453 1.076862 1.344876 0.281722 -0.158453 
0.000000 0.000000 0.108725 0.264040 0.717634 0.439887 -0.108725 0.000000 -0.147455 1.064191 1.320426 0.269943 -0.147455 
0.000000 0.000000 0.101111 0.253979 0.717042 0.449355 -0.101111 0.000000 -0.136072 1.049825 1.297042 0.260925 -0.136072 
0.000000 0.000000 0.093077 0.242971 0.715530 0.458851 -0.093077 0.000000 -0.124421 1.034447 1.275681 0.254942 -0.124421 
0.000000 0.000000 0.084655 0.230963 0.712951 0.468280 -0.084655 0.000000 -0.112595 1.018742 1.257272 0.252238 -0.112595 
